	annotation network number	LQ-01-61-01_pos.mzXML	retention time (min)	row m/z	adduct (ion identity)	row ID	neutral mass (ion identity)	Compound name (gnps)	adduct (gnps)	MF (sirius)	adduct (sirius)	Compound name (sirius)	NPC#pathway	NPC#superclass	NPC#class	annotation	status
16258	272.0		1.78	647.158	['[M+H]+', '[M+Na]+']	[15169, 15297]	624.1689	['CCG-208435', 'CCG-208435']	['M+H', 'M+Na']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	annotated	not interesting
16308	15347x		1.8	655.1866	['not available']	[15347]	not available	"['""myricetin 3\',4\'-dimethyl-3-O-rutinoside""']"	['M+H']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
14386	13425x		1.83	507.0883	['not available']	[13425]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13650	297.0		1.83	485.1048	['[M+H]+', '[M+Na]+']	[11862, 12689]	462.1157	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
13380	12419x		1.83	477.1382	['not available']	[12419]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
1261	881x	0.002847340949775893	1.84	179.0702	['not available', 'not available']	[881, 881]	not available	['Spectral Match to Coniferyl aldehyde from NIST14', 'Spectral Match to Coniferyl aldehyde from NIST14']	['M+H', 'M+H']	['C9H10O5', 'C9H10O5']	['[M - H2O + H]+', '[M - H2O + H]+']	['a-Hydroxyhydrocaffeic acid', 'a-Hydroxyhydrocaffeic acid']	['Shikimates and Phenylpropanoids', 'Shikimates and Phenylpropanoids']	['Phenylpropanoids (C6-C3)', 'Phenylpropanoids (C6-C3)']	['Cinnamic acids and derivatives', 'Cinnamic acids and derivatives']	annotated	not interesting
14223	300.0		1.84	501.1002	['[M+H]+', '[M+Na]+']	[12472, 13262]	478.111	['2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-4H-chromen-4-one', 'not available']	['M+H', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	annotated	not interesting
14658	13697x		1.84	517.2639	['not available']	[13697]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13433	300.0		1.84	501.1002	['[M+H]+', '[M+Na]+']	[12472, 13262]	478.111	['2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-4H-chromen-4-one', 'not available']	['M+H', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	annotated	not interesting
15592	302.0		1.85	573.194	['[M+H]+', '[M+Na]+']	[14309, 14631]	550.2049	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15270	302.0		1.85	573.194	['[M+H]+', '[M+Na]+']	[14309, 14631]	550.2049	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15669	14708x		1.88	579.1705	['not available']	[14708]	not available	['ReSpect:PT109360 Kaempferol-3-Rhamnoside-7-Rhamnoside|Kaem-3-Rha-7-Rha|Kaempferitrin|5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one']	['[M+H]']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
14071	13110x		1.88	496.2749	['not available']	[13110]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13891	12930x		1.89	491.1185	['not available']	[12930]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14082	313.0		1.9	497.1058	['[M+H]+', '[M+Na]+']	[12341, 13121]	474.1166	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
13302	313.0		1.9	497.1058	['[M+H]+', '[M+Na]+']	[12341, 13121]	474.1166	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16018	318.0		1.9	612.1343	['[M+H]+', '[M+NH4]+']	[14882, 15057]	594.1004	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
15843	318.0		1.9	612.1343	['[M+H]+', '[M+NH4]+']	[14882, 15057]	594.1004	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	['not available', 'not available']	non anotated	not interesting
16011	15050x		1.94	611.1969	['not available']	[15050]	not available	['hesperidin']	['M+H']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
15937	14976x		1.95	603.2683	['not available']	[14976]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16284	15323x		2.0	651.1921	['not available']	[15323]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13821	12860x		2.0	489.1392	['not available']	[12860]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15104	14143x		2.03	541.149	['not available']	[14143]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15790	14829x		2.03	591.1714	['not available']	[14829]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16564	15603x		2.04	719.1603	['not available']	[15603]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14341	13380x		2.04	505.1341	['not available']	[13380]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13888	354.0		2.04	491.0943	['[M+H]+', '[M+NH4]+', '[M+Na]+', '[M+K]+', '[2M+Na]+']	[2685, 3241, 3373, 3956, 12927]	234.0526	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	non anotated	not interesting
16412	15451x		2.05	677.2014	['not available']	[15451]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13303	12342x		2.05	475.1239	['not available']	[12342]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14998	14037x		2.05	535.1422	['not available']	[14037]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14914	13953x		2.05	530.1868	['not available']	[13953]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13820	12859x		2.06	489.1031	['not available']	[12859]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15788	365.0		2.06	591.1256	['[M+H]+', '[M+Na]+', '[2M+Na]+']	[4482, 5781, 14827]	284.0682	['5-O-Methylgenistein', 'not available', 'not available']	['[M+H]+', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	['not available', 'not available', 'not available']	annotated	not interesting
16859	15898x		2.08	861.4275	['not available']	[15898]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
