shared name	CAN_name	CAN_molecularFormula	CAN_adduct	CAN_pathway	CAN_superclass	CAN_classe
4024	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3699_Celastraceae_pos_SIRIUS_4024	C13H22O4	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
380	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/369_Celastraceae_pos_SIRIUS_380	C19H28	[M-H2O+H]+	Terpenoids	Diterpenoids	
37	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/36_Celastraceae_pos_SIRIUS_37	C23H28N2O11	[M+H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
4025	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3700_Celastraceae_pos_SIRIUS_4025	C19H18O8	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4026	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3701_Celastraceae_pos_SIRIUS_4026	C12H17N5O5	[M+H]+	Amino acids and Peptides	Small peptides	
4027	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3702_Celastraceae_pos_SIRIUS_4027	C17H31NO5	[M-H4O2+H]+	Fatty acids	Fatty amides	Primary amides
4029	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3703_Celastraceae_pos_SIRIUS_4029	C22H40O6	[M-H2O+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
4030	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3704_Celastraceae_pos_SIRIUS_4030	C22H30O2	[M+K]+	Terpenoids	Steroids	Pregnane steroids
4031	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3705_Celastraceae_pos_SIRIUS_4031	C27H30O17	[M+Na]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4032	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3706_Celastraceae_pos_SIRIUS_4032	C34H42O11	[M+H]+	Terpenoids	Triterpenoids	Limonoids
4033	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3707_Celastraceae_pos_SIRIUS_4033	C13H19NO7	[M+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
4034	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3708_Celastraceae_pos_SIRIUS_4034	C18H34O5	[M+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
4035	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3709_Celastraceae_pos_SIRIUS_4035	C19H18O7	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
381	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/370_Celastraceae_pos_SIRIUS_381	C31H50O4	[M-H2O+H]+	Terpenoids	Triterpenoids	
4036	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3710_Celastraceae_pos_SIRIUS_4036	C23H35NO4S	[M+H]+	Terpenoids		
4037	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3711_Celastraceae_pos_SIRIUS_4037	C31H61NO14	[M+H3N+H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
4038	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3712_Celastraceae_pos_SIRIUS_4038	C21H36O4	[M+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
4039	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3713_Celastraceae_pos_SIRIUS_4039	C36H38O10	[M-H2O+H]+	Polyketides	Polyethers	Polyether ionophores
4040	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3714_Celastraceae_pos_SIRIUS_4040	C32H44O11	[M-H2O+H]+	Terpenoids	Steroids	Androstane steroids
4041	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3715_Celastraceae_pos_SIRIUS_4041	C11H14O4	[M-H2O+H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
4042	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3716_Celastraceae_pos_SIRIUS_4042	C32H48O4	[M-H2O+H]+	Terpenoids	Triterpenoids	Serratane triterpenoids
4043	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3717_Celastraceae_pos_SIRIUS_4043	C29H48O2	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
4044	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3718_Celastraceae_pos_SIRIUS_4044	C18H32O2	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
4045	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3719_Celastraceae_pos_SIRIUS_4045	C22H36O10	[M+H]+	Terpenoids	Apocarotenoids	Megastigmanes
382	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/371_Celastraceae_pos_SIRIUS_382	C10H16O2	[M-H2O+H]+	Fatty acids	Fatty esters	Lactones
4046	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3720_Celastraceae_pos_SIRIUS_4046	C29H44O5	[M-H4O2+H]+	Polyketides	Linear polyketides	Open-chain polyketides
4047	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3721_Celastraceae_pos_SIRIUS_4047	C19H21BrN2O2	[M+Na]+	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids
4048	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3722_Celastraceae_pos_SIRIUS_4048	C25H26N2O3	[M-H4O2+H]+	Amino acids and Peptides	Small peptides	Dipeptides
4049	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3723_Celastraceae_pos_SIRIUS_4049	C19H32O8	[M-H2O+H]+	Terpenoids	Apocarotenoids	Megastigmanes
4051	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3724_Celastraceae_pos_SIRIUS_4051	C13H20	[M-H2O+H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
4052	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3725_Celastraceae_pos_SIRIUS_4052	C18H35NO4	[M+Na]+	Polyketides	Linear polyketides	Open-chain polyketides
4053	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3726_Celastraceae_pos_SIRIUS_4053	C19H32O2	[M-H2O+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
4054	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3727_Celastraceae_pos_SIRIUS_4054	C20H40O2	[M-H2O+H]+	Fatty acids	Fatty acyls	Fatty alcohols
4055	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3728_Celastraceae_pos_SIRIUS_4055	C19H22O5	[M+H]+	Shikimates and Phenylpropanoids	Lignans	
4056	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3729_Celastraceae_pos_SIRIUS_4056	C13H18O3	[M+K]+	Terpenoids	Apocarotenoids	
383	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/372_Celastraceae_pos_SIRIUS_383	C18H20O5	[M+H]+	Shikimates and Phenylpropanoids	Coumarins	
4057	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3730_Celastraceae_pos_SIRIUS_4057	C29H50O5	[M+H]+	Fatty acids	Glycerolipids	Triacylglycerols
4058	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3731_Celastraceae_pos_SIRIUS_4058	C29H48O	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
4060	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3733_Celastraceae_pos_SIRIUS_4060	C17H28O3	[M+H]+	Fatty acids	Octadecanoids	Other Octadecanoids
4061	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3734_Celastraceae_pos_SIRIUS_4061	C13H18O3	[M-H4O2+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
4063	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3735_Celastraceae_pos_SIRIUS_4063	C22H30O2	[M+K]+	Terpenoids	Apocarotenoids	
4064	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3736_Celastraceae_pos_SIRIUS_4064	C22H36O6	[M+Na]+	Terpenoids	Sesquiterpenoids	
4066	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3738_Celastraceae_pos_SIRIUS_4066	C11H12N4O4	[M+K]+	Alkaloids	Pseudoalkaloids (transamidation)	Purine alkaloids
4067	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3739_Celastraceae_pos_SIRIUS_4067	C15H22N2O	[M+K]+	Terpenoids		
384	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/373_Celastraceae_pos_SIRIUS_384	C15H32N4O4	[M+H3N+H]+	Fatty acids	Fatty amides	
4068	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3740_Celastraceae_pos_SIRIUS_4068	C12H14O	[M+Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
4069	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3741_Celastraceae_pos_SIRIUS_4069	C12H14O3	[M-H4O2+H]+	Terpenoids	Meroterpenoids	Miscellaneous meroterpenoids
4070	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3742_Celastraceae_pos_SIRIUS_4070	C36H38O9	[M-H2O+H]+	Terpenoids	Steroids	
4071	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3743_Celastraceae_pos_SIRIUS_4071	C17H26O8	[M+H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
4072	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3744_Celastraceae_pos_SIRIUS_4072	C21H34O4	[M-H2O+H]+	Fatty acids	Eicosanoids	Prostaglandins
4073	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3745_Celastraceae_pos_SIRIUS_4073	C27H30O16	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4074	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3746_Celastraceae_pos_SIRIUS_4074	C21H34O3	[M+Na]+	Fatty acids	Eicosanoids	
4075	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3747_Celastraceae_pos_SIRIUS_4075	C15H24O3	[M+Na]+	Terpenoids	Sesquiterpenoids	
4076	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3748_Celastraceae_pos_SIRIUS_4076	C13H22N2O7	[M-H2O+H]+	Carbohydrates	Polyols	Amino cyclitols
385	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/374_Celastraceae_pos_SIRIUS_385	C14H20O5	[M+Na]+	Terpenoids	Monoterpenoids	
4078	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3750_Celastraceae_pos_SIRIUS_4078	C17H28O6	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
4079	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3751_Celastraceae_pos_SIRIUS_4079	C20H20O8	[M+Na]+	Shikimates and Phenylpropanoids		
4082	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3752_Celastraceae_pos_SIRIUS_4082	C22H24O7	[M+H]+	Shikimates and Phenylpropanoids	Lignans	
4083	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3753_Celastraceae_pos_SIRIUS_4083	C14H14O2	[M-H4O2+H]+	Terpenoids	Sesquiterpenoids	
4085	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3755_Celastraceae_pos_SIRIUS_4085	C19H22O5	[M-H2O+H]+	Shikimates and Phenylpropanoids	Lignans	
4086	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3756_Celastraceae_pos_SIRIUS_4086	C27H44O15	[M+Na]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
4088	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3757_Celastraceae_pos_SIRIUS_4088	C27H46O3	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
4089	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3758_Celastraceae_pos_SIRIUS_4089	C29H44O10	[M+H]+	Terpenoids		
4090	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3759_Celastraceae_pos_SIRIUS_4090	C10H18N2O6S	[M+K]+	Amino acids and Peptides	Amino acid glycosides	
387	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/375_Celastraceae_pos_SIRIUS_387	C21H40O4	[M-H2O+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
4091	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3760_Celastraceae_pos_SIRIUS_4091	C9H14O3	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids
4092	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3761_Celastraceae_pos_SIRIUS_4092	C25H32N2O6	[M+H]+	Alkaloids	Tryptophan alkaloids	Aspidosperma-Iboga hybrid type (Vinca alkaloids)
4093	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3762_Celastraceae_pos_SIRIUS_4093	C29H44O9	[M+Na]+	Shikimates and Phenylpropanoids		
4095	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3763_Celastraceae_pos_SIRIUS_4095	C16H34S	[M+Na]+	Fatty acids	Fatty acyls	Hydrocarbons
4096	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3764_Celastraceae_pos_SIRIUS_4096	C33H38O10	[M-H4O2+H]+	Terpenoids	Meroterpenoids	Tetraketide meroterpenoids
4099	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3766_Celastraceae_pos_SIRIUS_4099	C34H42O12	[M-H4O2+H]+	Terpenoids	Triterpenoids	
4100	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3767_Celastraceae_pos_SIRIUS_4100	C19H34O7	[M-H2O+H]+	Terpenoids	Apocarotenoids	Megastigmanes
4102	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3769_Celastraceae_pos_SIRIUS_4102	C27H55NO9	[M-H4O2+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
388	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/376_Celastraceae_pos_SIRIUS_388	C21H38O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	
4103	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3770_Celastraceae_pos_SIRIUS_4103	C20H24O6	[M-H2O+H]+	Shikimates and Phenylpropanoids	Lignans	
4104	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3771_Celastraceae_pos_SIRIUS_4104	C19H39NO8	[M-H2O+H]+	Fatty acids	Spingolipids	Neutral glycosphingolipids
4105	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3772_Celastraceae_pos_SIRIUS_4105	C32H43NO11	[M+H3N+H]+	Shikimates and Phenylpropanoids		
4106	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3773_Celastraceae_pos_SIRIUS_4106	C21H30O	[M-H2O+H]+	Terpenoids	Steroids	Pregnane steroids
4107	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3774_Celastraceae_pos_SIRIUS_4107	C40H52O9	[M+H]+	Terpenoids	Steroids	
4108	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3775_Celastraceae_pos_SIRIUS_4108	C11H14O2	[M-H2O+H]+	Terpenoids	Sesquiterpenoids	
4110	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3777_Celastraceae_pos_SIRIUS_4110	C10H22O4	[M-H2O+H]+	Fatty acids	Glycerolipids	
4111	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3778_Celastraceae_pos_SIRIUS_4111	C28H49N5O5	[M-H4O2+H]+	Fatty acids	Glycerolipids	
4112	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3779_Celastraceae_pos_SIRIUS_4112	C21H40O3	[M+H]+	Fatty acids	Fatty Acids and Conjugates	
389	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/377_Celastraceae_pos_SIRIUS_389	C27H46O2	[M-H2O+H]+	Terpenoids	Steroids	Cholestane steroids
4113	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3780_Celastraceae_pos_SIRIUS_4113	C21H28O	[M-H4O2+H]+	Terpenoids	Steroids	Pregnane steroids
4114	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3781_Celastraceae_pos_SIRIUS_4114	C31H43NO9	[M+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
4115	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3782_Celastraceae_pos_SIRIUS_4115	C17H26O5	[M+H]+	Polyketides	Macrolides	Erythromycins
4116	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3783_Celastraceae_pos_SIRIUS_4116	C19H34O9	[M+Na]+	Terpenoids	Apocarotenoids	Megastigmanes
4117	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3784_Celastraceae_pos_SIRIUS_4117	C17H19N3O4	[M+Na]+	Alkaloids		
4118	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3785_Celastraceae_pos_SIRIUS_4118	C16H17NO2	[M-H4O2+H]+	Amino acids and Peptides	Small peptides	Dipeptides
4119	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3786_Celastraceae_pos_SIRIUS_4119	C32H42O10	[M+H]+	Shikimates and Phenylpropanoids		
4120	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3787_Celastraceae_pos_SIRIUS_4120	C21H36O4	[M+H]+	Fatty acids	Glycerolipids	Monoacylglycerols
4122	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3788_Celastraceae_pos_SIRIUS_4122	C15H13NO8	[M+H]+			
4123	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3789_Celastraceae_pos_SIRIUS_4123	C28H44O2	[M-H2O+H]+	Terpenoids	Triterpenoids	
391	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/378_Celastraceae_pos_SIRIUS_391	C26H28O15	[M+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4124	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3790_Celastraceae_pos_SIRIUS_4124	C12H16N6O4	[M-H4O2+H]+	Carbohydrates	Nucleosides	Purine nucleosides
4125	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3791_Celastraceae_pos_SIRIUS_4125	C10H10N2O	[M+H]+	Alkaloids	Tryptophan alkaloids	
4126	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3792_Celastraceae_pos_SIRIUS_4126	C25H46O8	[M+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
4128	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3794_Celastraceae_pos_SIRIUS_4128	C19H24O8	[M+H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
4129	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3795_Celastraceae_pos_SIRIUS_4129	C18H20N2	[M+K]+	Alkaloids		
4131	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3796_Celastraceae_pos_SIRIUS_4131	C29H34N6O9	[M+H]+	Alkaloids		
4132	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3797_Celastraceae_pos_SIRIUS_4132	C14H24N4O6	[M+Na]+			
4133	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3798_Celastraceae_pos_SIRIUS_4133	C28H44O2	[M+Na]+	Terpenoids	Steroids	Vitamin D2 and derivatives
4134	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3799_Celastraceae_pos_SIRIUS_4134	C17H23O2	[M+K]+	Terpenoids	Steroids	
392	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/379_Celastraceae_pos_SIRIUS_392	C11H12O7	[M+K]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
38	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/37_Celastraceae_pos_SIRIUS_38	C30H50O2	[M-H2O+H]+	Terpenoids	Triterpenoids	
4136	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3800_Celastraceae_pos_SIRIUS_4136	C14H12O2	[M+K]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	
4137	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3801_Celastraceae_pos_SIRIUS_4137	C18H37NO4	[M+H]+	Fatty acids	Fatty Acids and Conjugates	Nitro fatty acids
4140	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3802_Celastraceae_pos_SIRIUS_4140	C19H34O2	[M+K]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
4142	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3804_Celastraceae_pos_SIRIUS_4142	C8H13NO4	[M+H]+	Amino acids and Peptides	Small peptides	Aminoacids
4143	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3805_Celastraceae_pos_SIRIUS_4143	C10H13NOS	[M+Na]+	Fatty acids	Fatty amides	Primary amides
4144	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3806_Celastraceae_pos_SIRIUS_4144	C35H37NO8	[M+H3N+H]+	Shikimates and Phenylpropanoids	Lignans	
4146	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3807_Celastraceae_pos_SIRIUS_4146	C10H14N5O8P	[M-H2O+H]+	Carbohydrates	Nucleosides	Purine nucleotides
4148	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3809_Celastraceae_pos_SIRIUS_4148	C23H31N3O3	[M+Na]+	Alkaloids	Tryptophan alkaloids	
393	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/380_Celastraceae_pos_SIRIUS_393	C21H20O11	[M-H2O+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4149	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3810_Celastraceae_pos_SIRIUS_4149	C15H20O7	[M+K]+	Terpenoids	Sesquiterpenoids	
4150	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3811_Celastraceae_pos_SIRIUS_4150	C30H46O12	[M+Na]+	Terpenoids	Steroids	Cardenolides
4153	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3814_Celastraceae_pos_SIRIUS_4153	C29H55NO5	[M-H4O2+H]+	Fatty acids	Spingolipids	
4154	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3815_Celastraceae_pos_SIRIUS_4154	C13H10O5	[M-H2O+H]+	Shikimates and Phenylpropanoids	Coumarins	Furocoumarins
4155	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3816_Celastraceae_pos_SIRIUS_4155	C27H42O14	[M+H]+	Terpenoids	Sesquiterpenoids	
4156	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3817_Celastraceae_pos_SIRIUS_4156	C22H38O3	[M+H]+	Terpenoids	Diterpenoids	Labdane diterpenoids
4157	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3818_Celastraceae_pos_SIRIUS_4157	C31H44O6	[M-H2O+H]+	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids
4159	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3819_Celastraceae_pos_SIRIUS_4159	C17H32O2	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids
394	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/381_Celastraceae_pos_SIRIUS_394	C25H44O4	[M+H]+	Polyketides		
4160	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3820_Celastraceae_pos_SIRIUS_4160	C13H21NO7	[M-H4O2+H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
4162	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3821_Celastraceae_pos_SIRIUS_4162	C10H20N2O3	[M+K]+	Amino acids and Peptides	Small peptides	Dipeptides
4163	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3822_Celastraceae_pos_SIRIUS_4163	C12H20O9	[M+H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
4164	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3823_Celastraceae_pos_SIRIUS_4164	C14H19N3O4S	[M+K]+	Alkaloids		
4165	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3824_Celastraceae_pos_SIRIUS_4165	C18H29NO9	[M+H3N+H]+	Shikimates and Phenylpropanoids		
4166	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3825_Celastraceae_pos_SIRIUS_4166	C21H30O2	[M-H2O+H]+	Terpenoids	Diterpenoids	
4168	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3827_Celastraceae_pos_SIRIUS_4168	C14H27N2OS	[M+H3N+H]+	Fatty acids	Fatty amides	Primary amides
4170	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3829_Celastraceae_pos_SIRIUS_4170	C33H38O11	[M+H]+	Terpenoids	Meroterpenoids	Tetraketide meroterpenoids
395	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/382_Celastraceae_pos_SIRIUS_395	C20H38O	[M-H2O+H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
4171	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3830_Celastraceae_pos_SIRIUS_4171	C26H37NO11	[M+H3N+H]+	Shikimates and Phenylpropanoids	Lignans	
4172	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3831_Celastraceae_pos_SIRIUS_4172	C19H26O6	[M+K]+	Terpenoids	Sesquiterpenoids	
4173	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3832_Celastraceae_pos_SIRIUS_4173	C22H34N2O3S	[M+K]+	Terpenoids	Steroids	Androstane steroids
4174	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3833_Celastraceae_pos_SIRIUS_4174	C14H26O	[M+H]+	Fatty acids	Fatty acyls	Fatty alcohols
4175	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3834_Celastraceae_pos_SIRIUS_4175	C20H20O8	[M-H4O2+H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
4176	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3835_Celastraceae_pos_SIRIUS_4176	C18H15NO3	[M+H]+	Alkaloids	Tyrosine alkaloids	
4178	/tmp/SIRIUS/2111_Celastraceae/Workspace_SIRIUS/3837_Celastraceae_pos_SIRIUS_4178	C20H26O2	[M-H4O2+H]+	Terpenoids	Diterpenoids	Kaurane and Phyllocladane diterpenoids
